timestamp,open,high,low,close,Sell,Stable,Buy,In/Out,change,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower
2023-03-01 13:15:00,23685.87,23709.67,23636.5,23646.54,0,1,0,0,-0.1663245447325406,42.21701290485691,14.063045263763343,36.820802479485565,-22.757757215722222,23850.827188745472,23753.903,23656.978811254525
2023-03-01 13:30:00,23647.11,23710.43,23616.45,23668.02,0,1,0,0,0.09075537370679745,45.29894643110785,8.642122399709478,31.18506646353035,-22.542944063820872,23853.25759761468,23749.4055,23645.55340238532
2023-03-01 13:45:00,23668.02,23703.48,23653.16,23689.45,0,1,0,0,0.0904622099711065,48.26371692540861,6.005990555797325,26.149251281983744,-20.14326072618642,23832.051384394304,23740.489,23648.9266156057
2023-03-01 14:00:00,23689.97,23711.0,23651.09,23688.07,0,1,0,0,-0.00582571733366635,48.08298768113744,3.762115287143388,21.671824083015675,-17.909708795872287,23810.14752638404,23732.189000000002,23654.230473615964
2023-03-01 14:15:00,23688.07,23703.14,23663.0,23685.29,0,1,0,0,-0.011737242820327873,47.69551985419979,1.7394538625594578,17.685350038924433,-15.945896176364975,23803.109309381267,23727.0465,23650.983690618734
2023-03-01 14:30:00,23685.28,23760.12,23570.0,23716.2,0,1,0,0,0.13033285264924335,52.29826829809537,2.6006797679401643,14.66841598472758,-12.067736216787416,23799.91962624694,23725.004,23650.08837375306
2023-03-01 14:45:00,23716.2,23888.0,23661.76,23679.86,0,1,0,0,-0.15346374514038574,47.05551434907794,0.34687465371825965,11.804107718525717,-11.457233064807458,23797.136499063297,23721.19,23645.2435009367
2023-03-01 15:00:00,23679.86,23744.93,23550.8,23654.26,0,1,0,0,-0.10822574876577067,43.72976840343553,-3.465045303622901,8.750277114095994,-12.215322417718895,23798.52672508284,23717.366,23636.205274917163
2023-03-01 15:15:00,23653.39,23722.74,23606.7,23678.84,0,1,0,0,0.1038057607551795,47.56199600304464,-4.451306862181809,6.109960318840434,-10.561267181022243,23797.804652833096,23715.041999999998,23632.2793471669
2023-03-01 15:30:00,23678.83,23770.0,23643.13,23738.12,0,0,0,0,0.24972491503117702,55.44327733799623,-0.4444028768702992,4.799087679698288,-5.243490556568587,23795.2743956068,23714.076500000003,23632.878604393205
2023-03-01 15:45:00,23737.02,23760.41,23688.67,23711.09,0,1,0,0,-0.11399728987574521,51.632640611511064,0.5437344663478143,3.9480170370281935,-3.404282570680379,23786.533008649512,23710.75,23634.966991350488
2023-03-01 16:00:00,23711.09,23715.14,23555.06,23605.26,0,0,1,1,-0.44833227848370133,40.031556718267595,-7.13055946095119,1.7323017374323169,-8.862861198383507,23784.13378555435,23702.0635,23619.99321444565
2023-03-01 16:15:00,23605.26,23655.03,23555.94,23622.12,0,1,0,1,0.07137378016875955,42.257446589451,-11.716965706425981,-0.9575517513393428,-10.759413955086638,23781.806286929383,23695.7175,23609.628713070615
2023-03-01 16:30:00,23623.14,23723.99,23617.15,23685.08,1,0,0,0,0.2658213525139149,49.75719369999123,-10.154327115771594,-2.796906824225793,-7.3574202915458,23775.952491646975,23692.7475,23609.542508353028
2023-03-01 16:45:00,23683.39,23746.24,23683.39,23691.9,1,0,0,0,0.028786209632826867,50.50708447534493,-8.270273210091545,-3.8915801013989433,-4.378693108692602,23770.819440298244,23690.384,23609.948559701752
2023-03-01 17:00:00,23692.54,23744.31,23669.3,23720.12,1,0,0,0,0.11897073033356292,53.59353905335099,-4.448746381312958,-4.003013357381747,-0.4457330239312114,23770.035719589327,23690.087,23610.138280410672
2023-03-01 17:15:00,23721.36,23743.25,23679.33,23681.39,1,0,0,0,-0.16354614319514,49.07067003223541,-4.493547340171062,-4.101120153939609,-0.392427186231453,23750.982862782064,23684.767,23618.551137217935
2023-03-01 17:30:00,23681.39,23732.63,23681.04,23724.8,1,0,0,0,0.18297309144861013,53.779009766322375,-1.014533306912199,-3.4838027845341277,2.469269477621929,23750.903881922302,23684.744,23618.584118077695
2023-03-01 17:45:00,23724.8,23744.68,23691.37,23704.68,1,0,0,0,-0.08487775409749881,51.40685124915718,0.11773732662913972,-2.7634947623014745,2.881232088930614,23748.398694682342,23683.847999999998,23619.297305317654
2023-03-01 18:00:00,23704.68,23724.32,23698.06,23709.01,1,0,0,0,0.018263099134034313,51.898588747404595,1.3489153178488777,-1.941012746271404,3.2899280641202817,23750.48205811941,23685.004999999997,23619.527941880584
2023-03-01 18:15:00,23709.01,23724.82,23656.15,23677.93,1,0,0,0,-0.13126147429271945,48.13343320005204,-0.1811750345332257,-1.5890452039237684,1.4078701693905427,23749.752753370703,23686.5745,23623.396246629294
2023-03-01 18:30:00,23677.28,23712.89,23646.73,23676.65,1,0,0,0,-0.005406170214108988,47.97905261398968,-1.4800073615042493,-1.5672376354398647,0.08723027393561544,23749.78810076107,23687.006,23624.223899238932
2023-03-01 18:45:00,23677.18,23699.92,23657.01,23690.88,1,0,0,0,0.06006530783153501,49.90276105384709,-1.345588160569605,-1.522907740465813,0.17731957989620795,23749.873826922623,23687.0775,23624.281173077376
