Change,PriceUnderCloud,PriceInCloud,PriceOverCloud,PriceCloudIntersectBear,PriceCloudIntersectBull,PriceBaseLinePosition,PriceConvLinePosition,PriceBaseLineDistance,PriceConvLineDistance,ConvLineBaseLinePosition,ConvBaseIntersectBull,ConvBaseIntersectBear,ForwardCloudWidth,ForwardCloudIntersectBear,ForwardCloudIntersectBull
-0.84,0.0,0.0,1.0,0.0,0.0,1.0,1.0,938.8500000000004,463.2499999999982,1.0,0.0,0.0,778.0269230769236,0.0,0.0
2.24,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1050.0,601.5,1.0,0.0,0.0,820.3519230769216,0.0,0.0
-1.66,0.0,0.0,1.0,0.0,0.0,1.0,1.0,881.25,443.3000000000011,1.0,0.0,0.0,784.9846153846156,0.0,0.0
0.35,0.0,0.0,1.0,0.0,0.0,1.0,1.0,748.25,475.8000000000011,1.0,0.0,0.0,825.9346153846154,0.0,0.0
-0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,701.5499999999993,411.7999999999993,1.0,0.0,0.0,793.6826923076924,0.0,0.0
-0.41,0.0,0.0,1.0,0.0,0.0,1.0,1.0,656.3500000000004,352.7500000000018,1.0,0.0,0.0,768.2499999999982,0.0,0.0
-1.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,553.6499999999996,109.69999999999891,1.0,0.0,0.0,797.7884615384619,0.0,0.0
4.54,0.0,0.0,1.0,0.0,0.0,1.0,1.0,761.8499999999985,315.09999999999854,1.0,0.0,0.0,961.1326923076931,0.0,0.0
1.67,0.0,0.0,1.0,0.0,0.0,1.0,1.0,858.0,254.60000000000036,1.0,0.0,0.0,1048.344230769233,0.0,0.0
0.48,0.0,0.0,1.0,0.0,0.0,1.0,1.0,848.1499999999996,292.39999999999964,1.0,0.0,0.0,1019.3288461538468,0.0,0.0
0.78,0.0,0.0,1.0,0.0,0.0,1.0,1.0,874.2999999999993,339.9500000000007,1.0,0.0,0.0,1009.0038461538461,0.0,0.0
2.59,0.0,0.0,1.0,0.0,0.0,1.0,1.0,951.6499999999996,483.0,1.0,0.0,0.0,1097.3807692307691,0.0,0.0
-2.93,0.0,0.0,1.0,0.0,0.0,1.0,1.0,641.9500000000007,173.3000000000011,1.0,0.0,0.0,1058.5711538461546,0.0,0.0
3.81,0.0,0.0,1.0,0.0,0.0,1.0,1.0,951.1499999999996,482.5,1.0,0.0,0.0,1065.669230769232,0.0,0.0
0.86,0.0,0.0,1.0,0.0,0.0,1.0,1.0,978.6000000000004,509.9500000000007,1.0,0.0,0.0,1072.1519230769245,0.0,0.0
-0.8,0.0,0.0,1.0,0.0,0.0,1.0,1.0,872.5,403.85000000000036,1.0,0.0,0.0,1039.6461538461554,0.0,0.0
0.96,0.0,0.0,1.0,0.0,0.0,1.0,1.0,970.3999999999996,323.64999999999964,1.0,0.0,0.0,1069.759615384617,0.0,0.0
-4.12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,545.1000000000004,-170.1999999999989,1.0,0.0,0.0,1052.4403846153855,0.0,0.0
0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,569.6999999999989,-136.45000000000073,1.0,0.0,0.0,995.5307692307688,0.0,0.0
-2.32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,338.7999999999993,-274.35000000000036,1.0,0.0,0.0,902.1134615384635,0.0,0.0
4.71,0.0,0.0,1.0,0.0,0.0,1.0,1.0,795.7999999999993,182.64999999999964,1.0,0.0,0.0,847.5576923076951,0.0,0.0
-5.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,229.5,-344.0500000000011,1.0,0.0,0.0,802.5211538461554,0.0,0.0
-0.07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,208.64999999999964,-351.0500000000011,1.0,0.0,0.0,764.4346153846182,0.0,0.0
0.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,150.39999999999964,-268.9500000000007,1.0,0.0,0.0,786.7615384615438,0.0,0.0
-0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-18.899999999999636,-242.64999999999964,1.0,0.0,0.0,782.2326923076962,0.0,0.0
2.97,0.0,0.0,1.0,0.0,0.0,1.0,1.0,111.45000000000073,45.650000000001455,1.0,0.0,0.0,802.6826923076951,0.0,0.0
-2.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-168.54999999999927,-164.89999999999964,0.0,0.0,1.0,723.3500000000022,0.0,0.0
-3.57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-514.0499999999993,-433.14999999999964,0.0,0.0,0.0,647.4096153846167,0.0,0.0
-5.55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-777.0,-651.1500000000015,0.0,0.0,0.0,343.5269230769263,0.0,0.0
0.21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-691.9499999999989,-566.1000000000004,0.0,0.0,0.0,256.4019230769263,0.0,0.0
-1.37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-769.75,-518.9500000000007,0.0,0.0,0.0,140.20769230769474,0.0,0.0
-1.77,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-923.5499999999993,-672.75,0.0,0.0,0.0,130.89807692308023,0.0,0.0
-0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-919.8999999999996,-669.1000000000004,0.0,0.0,0.0,110.13269230769583,0.0,0.0
4.27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-555.1000000000004,-304.3000000000011,0.0,0.0,0.0,96.3307692307717,0.0,0.0
-1.61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-698.5,-447.7000000000007,0.0,0.0,0.0,82.1519230769245,0.0,0.0
-0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-702.0,-296.85000000000036,0.0,0.0,0.0,-5.990384615382936,1.0,0.0
3.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-399.60000000000036,157.64999999999782,0.0,0.0,0.0,-100.28846153845734,0.0,0.0
0.82,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-325.10000000000036,333.59999999999854,0.0,0.0,0.0,-156.89038461538257,0.0,0.0
-2.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-572.1000000000004,78.79999999999927,0.0,0.0,0.0,-154.32692307692014,0.0,0.0
-9.61,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1214.8500000000004,-563.9499999999989,0.0,0.0,0.0,-351.9538461538432,0.0,0.0
-1.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1132.6499999999996,-481.75,0.0,0.0,0.0,-516.405769230767,0.0,0.0
-0.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1119.3499999999995,-523.5500000000002,0.0,0.0,0.0,-524.242307692306,0.0,0.0
0.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1052.7999999999993,-458.2999999999993,0.0,0.0,0.0,-531.4134615384592,0.0,0.0
-39.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2562.75,-2037.6999999999998,0.0,0.0,0.0,-2022.4557692307662,0.0,0.0
15.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1465.8999999999996,-940.8499999999995,0.0,0.0,0.0,-2300.461538461537,0.0,0.0
-7.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1867.5,-1342.4499999999998,0.0,0.0,0.0,-2233.234615384614,0.0,0.0
3.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1683.8999999999996,-1158.8499999999995,0.0,0.0,0.0,-2174.796153846153,0.0,0.0
-6.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1895.25,-1348.75,0.0,0.0,0.0,-2244.8961538461517,0.0,0.0
4.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1664.1499999999996,-753.0499999999993,0.0,0.0,0.0,-2367.955769230767,0.0,0.0
1.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1563.8500000000004,-646.1000000000004,0.0,0.0,0.0,-2308.8499999999985,0.0,0.0
15.12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-753.25,249.0,0.0,0.0,0.0,-2299.280769230769,0.0,0.0
0.54,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-719.9499999999998,289.0,0.0,0.0,0.0,-2241.630769230769,0.0,0.0
-0.31,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-584.6999999999998,822.3999999999996,0.0,0.0,0.0,-2535.196153846153,0.0,0.0
-5.89,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-796.6999999999998,154.20000000000073,0.0,0.0,0.0,-2388.326923076922,0.0,0.0
11.11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-56.25,801.0,0.0,0.0,0.0,-2379.763461538463,0.0,0.0
4.26,1.0,0.0,0.0,0.0,0.0,1.0,1.0,219.45000000000073,1076.7000000000007,0.0,0.0,0.0,-2329.051923076924,0.0,0.0
-0.97,1.0,0.0,0.0,0.0,0.0,1.0,1.0,153.75,740.5499999999993,0.0,0.0,0.0,-2142.750000000002,0.0,0.0
0.69,1.0,0.0,0.0,0.0,0.0,1.0,1.0,199.95000000000073,749.5500000000011,0.0,0.0,0.0,-2074.6980769230804,0.0,0.0
-5.23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-151.75,280.2999999999993,0.0,0.0,0.0,-1961.6826923076915,0.0,0.0
-2.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-291.4499999999998,-86.80000000000018,0.0,0.0,0.0,-1783.0192307692314,0.0,0.0
-5.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-634.75,-430.10000000000036,0.0,0.0,0.0,-1708.3730769230779,0.0,0.0
8.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-134.14999999999964,70.5,0.0,0.0,0.0,-1642.4576923076938,0.0,0.0
0.34,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-112.64999999999964,92.0,0.0,0.0,0.0,-1575.4769230769243,0.0,0.0
3.52,1.0,0.0,0.0,0.0,0.0,1.0,1.0,113.35000000000036,237.14999999999964,0.0,0.0,0.0,-1467.4942307692318,0.0,0.0
2.44,1.0,0.0,0.0,0.0,0.0,1.0,1.0,421.75,272.89999999999964,1.0,1.0,0.0,-1418.8461538461552,0.0,0.0
-0.95,1.0,0.0,0.0,0.0,0.0,1.0,1.0,721.75,208.29999999999927,1.0,0.0,0.0,-1533.9615384615408,0.0,0.0
1.8,1.0,0.0,0.0,0.0,0.0,1.0,1.0,849.8999999999996,329.7999999999993,1.0,0.0,0.0,-1470.7423076923087,0.0,0.0
-1.23,1.0,0.0,0.0,0.0,0.0,1.0,1.0,849.6999999999998,245.09999999999945,1.0,0.0,0.0,-1446.4076923076946,0.0,0.0
8.26,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1416.0,728.5500000000002,1.0,0.0,0.0,-1353.9769230769243,0.0,0.0
-2.01,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1530.3000000000002,528.8000000000002,1.0,0.0,0.0,-1405.9961538461548,0.0,0.0
2.45,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1402.1999999999998,562.3499999999995,1.0,0.0,0.0,-1133.2769230769236,0.0,0.0
-0.98,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1330.0,490.14999999999964,1.0,0.0,0.0,-1086.8846153846162,0.0,0.0
-5.84,0.0,1.0,0.0,0.0,0.0,1.0,0.0,904.1000000000004,-141.0,1.0,0.0,0.0,-920.8884615384623,0.0,0.0
0.07,0.0,1.0,0.0,0.0,0.0,1.0,0.0,674.4000000000005,-164.15000000000055,1.0,0.0,0.0,-737.0403846153858,0.0,0.0
0.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,687.0,-142.10000000000036,1.0,0.0,0.0,-652.9346153846154,0.0,0.0
-1.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,493.15000000000055,-188.09999999999945,1.0,0.0,0.0,-554.6326923076931,0.0,0.0
0.14,0.0,1.0,0.0,0.0,0.0,1.0,0.0,275.34999999999945,-178.5,1.0,0.0,0.0,-386.99423076923085,0.0,0.0
-3.24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,53.55000000000018,-399.0,1.0,0.0,0.0,-323.9211538461532,0.0,0.0
6.89,0.0,1.0,0.0,0.0,0.0,1.0,1.0,510.0500000000002,127.30000000000018,1.0,0.0,0.0,-309.2615384615383,0.0,0.0
-0.7,0.0,1.0,0.0,0.0,0.0,1.0,1.0,460.25,95.0,1.0,0.0,0.0,-274.13846153846134,0.0,0.0
2.77,0.0,0.0,1.0,0.0,1.0,1.0,1.0,574.4000000000005,323.35000000000036,1.0,0.0,0.0,-220.20576923076987,0.0,0.0
-1.49,0.0,1.0,0.0,0.0,0.0,1.0,1.0,466.5,232.94999999999982,1.0,0.0,0.0,-196.34615384615427,0.0,0.0
-4.06,0.0,1.0,0.0,0.0,0.0,1.0,0.0,177.10000000000036,-56.44999999999982,1.0,0.0,0.0,-160.5,0.0,0.0
0.13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,186.10000000000036,-47.44999999999982,1.0,0.0,0.0,-127.78461538461579,0.0,0.0
3.95,0.0,1.0,0.0,0.0,0.0,1.0,1.0,456.5,222.94999999999982,1.0,0.0,0.0,-100.34038461538512,0.0,0.0
5.28,0.0,0.0,1.0,0.0,1.0,1.0,1.0,724.5500000000002,400.5500000000002,1.0,0.0,0.0,79.67115384615408,0.0,1.0
0.2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,739.8500000000004,415.85000000000036,1.0,0.0,0.0,103.85576923076951,0.0,0.0
0.49,0.0,0.0,1.0,0.0,0.0,1.0,1.0,619.3999999999996,312.5,1.0,0.0,0.0,275.7692307692323,0.0,0.0
1.84,0.0,0.0,1.0,0.0,0.0,1.0,1.0,757.8999999999996,451.0,1.0,0.0,0.0,302.33461538461506,0.0,0.0
1.13,0.0,0.0,1.0,0.0,0.0,1.0,1.0,621.5,496.14999999999964,1.0,0.0,0.0,461.3826923076922,0.0,0.0
-0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,601.5999999999995,476.25,1.0,0.0,0.0,484.12307692307786,0.0,0.0
13.22,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1051.3999999999996,924.5,1.0,0.0,0.0,1044.9288461538463,0.0,0.0
-1.62,0.0,0.0,1.0,0.0,0.0,1.0,1.0,650.0,499.35000000000036,1.0,0.0,0.0,1302.919230769231,0.0,0.0
2.23,0.0,0.0,1.0,0.0,0.0,1.0,1.0,842.6000000000004,584.6000000000004,1.0,0.0,0.0,1338.7019230769238,0.0,0.0
1.64,0.0,0.0,1.0,0.0,0.0,1.0,1.0,987.2999999999993,535.7999999999993,1.0,0.0,0.0,1415.6211538461548,0.0,0.0
-0.9,0.0,0.0,1.0,0.0,0.0,1.0,1.0,906.5,441.25,1.0,0.0,0.0,1344.4288461538472,0.0,0.0
-0.12,0.0,0.0,1.0,0.0,0.0,1.0,1.0,895.7000000000007,395.7000000000007,1.0,0.0,0.0,1298.5269230769227,0.0,0.0
1.42,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1022.0,463.39999999999964,1.0,0.0,0.0,1254.3980769230757,0.0,0.0
1.67,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1172.3999999999996,605.0,1.0,0.0,0.0,1186.007692307693,0.0,0.0
9.05,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1703.0499999999993,1098.449999999999,1.0,0.0,0.0,1407.1692307692301,0.0,0.0
-1.74,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1529.4500000000007,576.9500000000007,1.0,0.0,0.0,1493.7134615384603,0.0,0.0
-2.57,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1277.8500000000004,261.5,1.0,0.0,0.0,1444.9999999999982,0.0,0.0
-8.54,0.0,0.0,1.0,0.0,0.0,1.0,0.0,462.0499999999993,-407.35000000000036,1.0,0.0,0.0,1322.163461538462,0.0,0.0
-1.82,0.0,0.0,1.0,0.0,0.0,1.0,0.0,303.0499999999993,-554.5,1.0,0.0,0.0,1270.574999999999,0.0,0.0
2.73,0.0,0.0,1.0,0.0,0.0,1.0,0.0,411.6999999999989,-320.5,1.0,0.0,0.0,1282.7192307692312,0.0,0.0
5.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,896.6000000000004,164.40000000000146,1.0,0.0,0.0,1215.8615384615387,0.0,0.0
5.16,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1376.2999999999993,644.1000000000004,1.0,0.0,0.0,1152.217307692309,0.0,0.0
-4.71,0.0,0.0,1.0,0.0,0.0,1.0,1.0,915.8999999999996,183.70000000000073,1.0,0.0,0.0,1102.7288461538465,0.0,0.0
0.66,0.0,0.0,1.0,0.0,0.0,1.0,1.0,975.8500000000004,252.60000000000036,1.0,0.0,0.0,1047.8692307692309,0.0,0.0
3.18,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1250.300000000001,604.6500000000015,1.0,0.0,0.0,976.0384615384601,0.0,0.0
0.55,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1195.9500000000007,647.8000000000011,1.0,0.0,0.0,970.0750000000016,0.0,0.0
0.44,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1045.0499999999993,690.3999999999996,1.0,0.0,0.0,998.75576923077,0.0,0.0
-2.67,0.0,0.0,1.0,0.0,0.0,1.0,1.0,770.2999999999993,275.7999999999993,1.0,0.0,0.0,1012.7788461538476,0.0,0.0
-4.76,0.0,0.0,1.0,0.0,0.0,1.0,0.0,282.25,-305.64999999999964,1.0,0.0,0.0,1042.921153846156,0.0,0.0
1.22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,334.35000000000036,-212.1999999999989,1.0,0.0,0.0,1027.8230769230777,0.0,0.0
0.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,332.85000000000036,-204.89999999999964,1.0,0.0,0.0,983.4057692307697,0.0,0.0
-4.89,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-153.14999999999964,-598.9499999999989,1.0,0.0,0.0,937.5596153846145,0.0,0.0
1.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-236.09999999999854,-399.9499999999989,1.0,0.0,0.0,1007.951923076922,0.0,0.0
-0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-291.7999999999993,-455.64999999999964,1.0,0.0,0.0,969.7769230769227,0.0,0.0
4.03,0.0,0.0,1.0,0.0,0.0,1.0,0.0,64.80000000000109,-75.89999999999964,1.0,0.0,0.0,911.5403846153858,0.0,0.0
4.06,0.0,0.0,1.0,0.0,0.0,1.0,1.0,437.90000000000146,324.5,1.0,0.0,0.0,854.8153846153837,0.0,0.0
-1.54,0.0,0.0,1.0,0.0,0.0,1.0,1.0,290.5,286.34999999999854,1.0,0.0,0.0,757.1211538461539,0.0,0.0
2.84,0.0,0.0,1.0,0.0,0.0,1.0,1.0,558.2000000000007,494.5,1.0,0.0,0.0,742.0634615384606,0.0,0.0
-2.45,0.0,0.0,1.0,0.0,0.0,1.0,1.0,320.5,256.7999999999993,1.0,0.0,0.0,700.4134615384628,0.0,0.0
7.77,0.0,0.0,1.0,0.0,0.0,1.0,1.0,920.5999999999985,705.3499999999985,1.0,0.0,0.0,846.6230769230788,0.0,0.0
-6.49,0.0,0.0,1.0,0.0,0.0,1.0,1.0,258.89999999999964,43.649999999999636,1.0,0.0,0.0,795.4730769230773,0.0,0.0
1.47,0.0,0.0,1.0,0.0,0.0,1.0,1.0,398.5,159.35000000000036,1.0,0.0,0.0,754.5461538461532,0.0,0.0
1.32,0.0,0.0,1.0,0.0,0.0,1.0,1.0,525.6999999999989,234.1999999999989,1.0,0.0,0.0,723.9307692307684,0.0,0.0
-1.67,0.0,0.0,1.0,0.0,0.0,1.0,0.0,362.5,-79.29999999999927,1.0,0.0,0.0,745.6134615384617,0.0,0.0
0.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,247.3000000000011,-154.9499999999989,1.0,0.0,0.0,820.9673076923063,0.0,0.0
0.76,0.0,0.0,1.0,0.0,0.0,1.0,0.0,258.64999999999964,-81.94999999999891,1.0,0.0,0.0,800.696153846151,0.0,0.0
0.36,0.0,0.0,1.0,0.0,0.0,1.0,0.0,293.9499999999989,-46.649999999999636,1.0,0.0,0.0,747.9634615384584,0.0,0.0
-0.09,0.0,0.0,1.0,0.0,0.0,1.0,0.0,284.84999999999854,-55.75,1.0,0.0,0.0,699.155769230767,0.0,0.0
1.13,0.0,0.0,1.0,0.0,0.0,1.0,1.0,394.84999999999854,101.5,1.0,0.0,0.0,622.53269230769,0.0,0.0
-6.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-200.75,-271.7999999999993,1.0,0.0,0.0,464.27307692307477,0.0,0.0
1.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-17.350000000000364,-88.39999999999964,1.0,0.0,0.0,413.8096153846127,0.0,0.0
0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-12.650000000001455,-83.70000000000073,1.0,0.0,0.0,368.45576923076806,0.0,0.0
-1.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-138.65000000000146,-209.70000000000073,1.0,0.0,0.0,332.74807692307695,0.0,0.0
0.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-58.55000000000109,-22.850000000000364,0.0,0.0,1.0,242.41923076923013,0.0,0.0
1.04,0.0,0.0,1.0,0.0,0.0,1.0,1.0,39.54999999999927,75.25,0.0,0.0,0.0,204.28269230769,0.0,0.0
-0.62,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-19.350000000000364,16.350000000000364,0.0,0.0,0.0,169.9423076923067,0.0,0.0
-0.81,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-95.85000000000036,-60.149999999999636,0.0,0.0,0.0,138.74807692307695,0.0,0.0
-0.79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-169.95000000000073,-121.39999999999964,0.0,0.0,0.0,102.18653846153575,0.0,0.0
0.48,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-149.0500000000011,107.44999999999891,0.0,0.0,0.0,10.805769230770238,0.0,0.0
-0.67,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-263.8000000000011,45.04999999999927,0.0,0.0,0.0,24.146153846155357,0.0,0.0
4.17,0.0,0.0,1.0,0.0,0.0,1.0,1.0,70.0,344.9500000000007,0.0,0.0,0.0,78.01730769230744,0.0,0.0
-0.61,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.899999999999636,285.85000000000036,0.0,0.0,0.0,65.35769230769256,0.0,0.0
-3.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-311.7000000000007,-173.85000000000036,0.0,0.0,0.0,125.8980769230784,0.0,0.0
-0.59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-366.2000000000007,-139.75,0.0,0.0,0.0,74.42884615384537,0.0,0.0
-0.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-453.7000000000007,-227.25,0.0,0.0,0.0,71.3711538461539,0.0,0.0
-1.66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-528.0,-300.3000000000011,0.0,0.0,0.0,-3.901923076922685,1.0,0.0
1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-294.10000000000036,-184.60000000000036,0.0,0.0,0.0,-46.544230769230126,0.0,0.0
0.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-232.70000000000073,-123.20000000000073,0.0,0.0,0.0,-34.60576923076769,0.0,0.0
-0.54,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-282.7000000000007,-173.20000000000073,0.0,0.0,0.0,-26.544230769230126,0.0,0.0
1.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-188.20000000000073,-60.55000000000109,0.0,0.0,0.0,-45.063461538458796,0.0,0.0
-1.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-333.0,-181.25,0.0,0.0,0.0,-66.83076923076987,0.0,0.0
-0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-351.0,-29.19999999999891,0.0,0.0,0.0,-156.7269230769234,0.0,0.0
0.74,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-283.7000000000007,53.5,0.0,0.0,0.0,-161.26730769230744,0.0,0.0
-0.58,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-337.10000000000036,3.850000000000364,0.0,0.0,0.0,-149.7307692307677,0.0,0.0
2.84,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-66.25,191.45000000000073,0.0,0.0,0.0,-121.35961538461379,0.0,0.0
-0.89,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-52.600000000000364,104.35000000000036,0.0,0.0,0.0,-165.25961538461343,0.0,0.0
1.88,0.0,1.0,0.0,0.0,0.0,1.0,1.0,121.29999999999927,234.6999999999989,0.0,0.0,0.0,-138.71923076922758,0.0,0.0
-2.06,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-72.89999999999964,40.5,0.0,0.0,0.0,-129.1999999999971,0.0,0.0
0.53,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-23.5,89.89999999999964,0.0,0.0,0.0,-119.81153846153575,0.0,0.0
-0.56,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-75.30000000000109,38.099999999998545,0.0,0.0,0.0,-114.44615384615099,0.0,0.0
0.73,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-7.800000000001091,105.59999999999854,0.0,0.0,0.0,-119.09615384615063,0.0,0.0
-0.62,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-65.0,48.399999999999636,0.0,0.0,0.0,-120.5173076923038,0.0,0.0
0.11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-55.20000000000073,-7.350000000000364,0.0,0.0,0.0,-89.2115384615372,0.0,0.0
-0.59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-109.89999999999964,-96.39999999999964,0.0,0.0,0.0,-81.08461538461415,0.0,0.0
-0.69,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-173.3000000000011,-119.85000000000036,0.0,0.0,0.0,-105.61923076922722,0.0,0.0
0.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-152.8000000000011,-87.45000000000073,0.0,0.0,0.0,-117.59423076922758,0.0,0.0
0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.25,-24.69999999999891,0.0,0.0,0.0,-150.28846153846098,0.0,0.0
0.41,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-58.350000000000364,13.100000000000364,0.0,0.0,0.0,-155.33461538461233,0.0,0.0
-0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6000000000003638,-32.5,1.0,1.0,0.0,-202.56346153846061,0.0,0.0
2.46,0.0,1.0,0.0,0.0,0.0,1.0,1.0,225.5,147.84999999999854,1.0,0.0,0.0,-174.4192307692283,0.0,0.0
1.35,0.0,0.0,1.0,0.0,1.0,1.0,1.0,319.5,226.15000000000146,1.0,0.0,0.0,-135.3019230769205,0.0,0.0
0.9,0.0,0.0,1.0,0.0,0.0,1.0,1.0,310.3000000000011,250.35000000000036,1.0,0.0,0.0,-45.561538461537566,0.0,0.0
-0.55,0.0,0.0,1.0,0.0,0.0,1.0,1.0,257.10000000000036,197.14999999999964,1.0,0.0,0.0,-45.92307692307622,0.0,0.0
1.65,0.0,0.0,1.0,0.0,0.0,1.0,1.0,373.39999999999964,293.7000000000007,1.0,0.0,0.0,4.6423076923074404,0.0,1.0
2.35,0.0,0.0,1.0,0.0,0.0,1.0,1.0,423.14999999999964,336.0,1.0,0.0,0.0,184.36153846154048,0.0,0.0
10.98,0.0,0.0,1.0,0.0,0.0,1.0,1.0,873.25,786.0999999999985,1.0,0.0,0.0,797.8000000000011,0.0,0.0
