PriceUnderCloud,PriceInCloud,PriceOverCloud,PriceCloudIntersectBear,PriceCloudIntersectBull,PriceBaseLinePosition,PriceConvLinePosition,ConvLineBaseLinePosition,ConvBaseIntersectBull,ConvBaseIntersectBear,ForwardCloudIntersectBear,ForwardCloudIntersectBull,Change,ForwardCloudWidth,PriceBaseLineDistance,PriceConvLineDistance
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.002268902914178057,-0.08436427748837855,0.02805015962104299,-0.010883603656971589
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.623385628299059,-0.08071167547599856,-0.1160465003189935,-0.21223764391072078
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.046979636811216356,-0.07365646179207612,-0.11452874239611402,-0.2042619926179836
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.19379100184626746,-0.04990114523946791,-0.1601337542692993,-0.21603854022991575
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8641183481085803,-0.05032257534023083,-0.20174561732157548,-0.2552625440484937
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1112953008766846,-0.04558522721050318,-0.14829885618018016,-0.1631063857519457
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5522109298477491,-0.04340887738541081,-0.17243843457264255,-0.20472931593591714
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07981199662814596,-0.04045263250698345,-0.166403539974527,-0.19432358338992434
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24397379571279407,-0.04370250693786501,-0.15252689610820122,-0.1528564276452639
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.204735121785244,-0.042602798805105445,-0.1600434115357944,-0.16379179328491522
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.49842458429399855,-0.07380483511157547,-0.1090720412924285,-0.027676088214726485
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0556404470406697,-0.06910302176845053,-0.15803780285198943,-0.11210583432143535
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09255789241073449,-0.06596723270508323,-0.1600614800824954,-0.11559518176200805
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2877502754687002,-0.06342306666778633,-0.1429324978099995,-0.08606034806859102
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.19105497186152332,-0.059689420405259805,-0.14965399718275102,-0.09764996635334952
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04971566679596049,-0.057672665411225385,-0.14502844922730904,-0.08967431506061234
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06519759256329315,-0.05526315751263397,-0.14585960237555257,-0.09110743990227614
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05698950260906075,-0.054011958973830994,-0.14625711040297332,-0.09179284743524567
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16643070199882612,-0.05430496510897638,-0.15178608569346255,-0.10132624312109557
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9161029178187189,-0.0670033522723427,-0.1799910870936376,-0.14494308612825144
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2703998414191032,-0.07514019498706888,-0.1851406229034069,-0.13930405142518332
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3123745453313974,-0.07447002138008693,-0.1688066566857527,-0.11114003279770564
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22935939164794125,-0.07432476514713193,-0.1770459139813837,-0.12534666166289368
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19746128597214374,-0.07470006236704162,-0.16595182630700336,-0.10621756051546942
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2248215858195851,-0.07492698626745226,-0.15344839198994947,-0.08465837811478957
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.388049130763101,-0.08038625164079423,-0.15895929873373768,-0.11170082077922627
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018685082822642866,-0.08786975301587636,-0.15644777074230623,-0.08780502178887709
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.005004932898922194,-0.11485250097624877,-0.10157359441153634,-0.07746159901860875
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5549469598324932,-0.11961229212909393,-0.12473747128214778,-0.10285283262634591
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10350201234971104,-0.1175394295772656,-0.12712251944667266,-0.11185659521853755
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.077113885491364,-0.10039171308084638,-0.03278663712103893,-0.011288617199181233
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.05151744263957248,-0.1002314948324796,-0.032895048401244506,-0.011475546526354588
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0825480266128901,-0.09775652811646195,-0.0265349199625119,-0.0005090259988411681
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.39899325070207753,-0.09639062079283589,-0.043591628048203906,-0.029919240140809013
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.046045382670084206,-0.09431838165831637,-0.04351935386140019,-0.02979462058936011
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.20199909180049988,-0.09224302543725293,-0.05092745800878764,-0.04256812461288433
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.19105497186152332,-0.08954051140351553,-0.05775736866174488,-0.054344672224816475
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04424360682647223,-0.08855675889019668,-0.05338478036011622,-0.046805189362151015
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04424360682647223,-0.0874539336708929,-0.049012192058487405,-0.03926570649948527
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.30963851534665326,-0.07444196760119011,-0.031883209785991684,-0.061603761096721756
0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.6831255676882086,-0.042530482397282424,0.01888940644366391,0.016221148783189563
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07981199662814596,-0.029219899436654064,0.009222733958658339,-0.00044671622311643293
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.35615102508730356,-0.030201158280737824,0.030218385225156387,0.03575526347282289
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.29502411128180045,-0.02874859595118578,0.014083173021212477,0.007933948611829831
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.15094877623149347,-0.02971988011832841,0.02441838173415298,0.025754544469039176
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0210063113801282,-0.008289286710312075,0.05500843129885272,0.07812591096548831
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.472903979138131,0.0012508683665691522,-0.08706455141067762,-0.16809116780990638
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5230488541566958,0.0017221718520377283,-0.058696933090193984,-0.12173269467087236
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.21567924172422057,0.005392229549064588,-0.06715301294623612,-0.15101828926139102
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.018685082822642866,0.010366476256143993,-0.06559911792995494,-0.16291945642477235
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.035101262731107676,0.011421921759977208,-0.06487637606191714,-0.16167326091028217
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.01047699286841046,0.012351436967428728,-0.06296111011161691,-0.15837084279688313
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.040573322700595944,0.013317110378791758,-0.06252746499079428,-0.15762312548818913
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1472784921056172,0.0120341175572391,-0.0674421096934513,-0.1660972549867222
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7191087589171413,0.009785451324323412,-0.1012664291176203,-0.2181570726045488
0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9909099815479427,-0.016999673349152655,-0.05020471614074984,-0.033377432693519345
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.007740962883666331,-0.003009565521910019,-0.08383028155120838,-0.03088504166453901
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03877154685698396,-0.0028580751158666117,-0.07945769324957971,-0.029607691262186472
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.11444613228868757,-0.002944106704483779,-0.08278230584255353,-0.04206964640708815
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5066326742482309,-0.0023287938206779757,-0.054450824615471745,-0.004122992990862485
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2512476315258943,-0.0041292230085518515,-0.06496671879542186,-0.022255137726694654
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.36342486090040377,-0.005779408624999795,-0.08119227373287034,-0.05023222702699869
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06339581671968116,-0.006980110361788154,-0.07573557262918515,-0.04044959223825099
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1965270318310116,-0.005572434078471573,-0.08659476919645298,-0.060918353563751935
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04971566679596049,0.0014678175900392425,-0.08305333404306786,-0.08496992699341212
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.27133409556023536,0.0031473038200019164,-0.07521158477485765,-0.05674359859020971
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5230488541566958,0.009556033754677387,-0.05036733306105828,-0.03256740560910062
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2184152717089647,0.007536161674098764,-0.059365469318128916,-0.05007645258768742
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.011411247009542613,0.004929030488611299,-0.056221542192164554,-0.044655502099655305
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13453259632302866,0.002147965873962622,-0.046536801160457976,-0.027956482205486945
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11538038642981971,-0.0008793485776701388,-0.03779162455720066,-0.012877516480156026
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.4482417904274719,-0.0022402685628257098,-0.059112509664315756,-0.05733554145959271
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.008675217024798475,-0.01638061996149413,-0.03262402020073033,-0.052226139850182846
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.033299486887495684,-0.01600220565504009,-0.028251431899101672,-0.05914252495560351
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.10350201234971104,-0.01551469331954212,-0.031070125184449158,-0.07923742762675746
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4427697304579837,-0.020530085569003674,-0.051921228077339614,-0.10715220715133705
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.007740962883666331,-0.023274991979740693,-0.04982527666002993,-0.10353824015931545
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6379621135159493,-0.026907021220929462,-0.014085691285560866,-0.04191387196777688
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.15822261204459373,-0.03041561383497193,-0.01990376332326512,-0.05194574585942267
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4710642844465572,-0.02478740237093967,-0.0029012608776758163,-0.022628996381041648
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.014147276994286749,-0.02482979474793974,-0.006460764577761947,-0.021320491090826742
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.11171010230394345,-0.02071274684048854,-0.028865762486933736,-0.02723991978465504
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.23576570575856165,-0.02032248760516679,-0.017193481318123205,-0.007113862225638717
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.665398251059315,0.09223613091969761,0.10710005143767748,0.20720061137880777
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5668253339126019,0.14627581350019203,0.07703398972730477,0.15672969304195597
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.4126734006257982,0.141296579454642,0.053075096801851636,0.10410908744260876
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5531451839888812,0.13855603696506666,0.09203088348908911,0.14878519663708117
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14821274624674935,0.13076269718750078,0.10504023711376949,0.16679272182146385
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6434341734854376,0.12461829619176507,0.14903714833057088,0.23542693978201018
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3287907252398622,0.1195860716749656,0.170900089838714,0.2669868411864729
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.5002263601376105,0.1137359236489932,0.13114928709663468,0.2129019558575995
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7419312529362265,0.12754337020475126,0.16226332451566242,0.25296714164845907
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5180295144624287,0.17285022312328685,0.059200334133472254,-0.12590744964441375
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12358847638405213,0.165743889220041,0.0706196556484693,-0.10621756051546942
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.06246156257854901,0.16704620797816738,0.06975236540682406,-0.138587489004352
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3999275048432097,0.15964936160901125,0.09974615293039274,-0.08715076914376962
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5959874096036553,0.15299687550658664,0.06270563219345551,-0.15101828926139074
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7583474328446914,0.14638553494654447,0.11640535298866382,-0.0584259625347716
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09622817653661078,0.13732665803207267,0.12630691658078189,-0.041353083986255965
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.24670982569753822,0.12840555634285025,0.1466882372594477,-0.006210370477633459
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.1719027619683144,0.11404825572071219,0.13812374612319983,-7.285756876972263e-05
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20840540591112028,0.10420075591058231,0.15554182514291073,0.03369904087391371
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2895520513123122,0.10432543937234638,0.1321069200717853,-0.018765790286122238
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.49021649433976616,0.1041720787143767,0.15635490974445326,0.032078986705076834
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7939158226463651,0.12838934749282085,0.17899479876073754,0.06497854828761794
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.5248506300003077,0.12524109008327675,0.13806954048309714,-0.010478590114761944
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0912088368423436,0.12749723732389862,0.059886938908108034,-0.17746878905644442
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.41907971473641864,0.11851317048648537,0.09212122622259383,-0.12188846911018306
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.21567924172422057,0.11517290054582437,0.06836108731085117,-0.1420768364449241
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14000465629251693,0.15860576103404544,-0.035153616738862296,-0.11939607808120273
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3962572207173334,0.15007055465898297,-0.059473880598334326,-0.161330557143797
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3999275048432097,0.14952070059260325,-0.04637418424014953,-0.10786876957216868
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.27680615552972365,0.14043564015116075,-0.023625883943659526,-0.06836437176283058
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5093687042329751,0.12992544774175452,0.01598037042481203,0.0014225770486188188
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3110254897630063,0.15907893477144017,0.0694994057530109,0.092207920279228
