PriceUnderCloud,PriceInCloud,PriceOverCloud,PriceCloudIntersectBear,PriceCloudIntersectBull,PriceBaseLinePosition,PriceConvLinePosition,ConvLineBaseLinePosition,ConvBaseIntersectBull,ConvBaseIntersectBear,ForwardCloudIntersectBear,ForwardCloudIntersectBull,Close,ForwardCloudWidth,PriceBaseLineDistance,PriceConvLineDistance
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3864573742752631,0.5886951876546687,0.39183008243049827,0.4986155096085286
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.40472354243909714,0.5957947213077437,0.44091227263704463,0.576511747442423
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.40444360116455563,0.6037631319726844,0.4401600551626148,0.5753179353683402
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.40580753726329405,0.6105062951905231,0.44382502585747574,0.581134453084843
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4082041456192301,0.6217003243723855,0.45026484323578897,0.5776690819253534
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3918540199567024,0.6287524435485391,0.4063311637431178,0.5058977632604328
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38989754149351774,0.6341269506934256,0.4010739993940471,0.4975543433204551
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37761900614626615,0.6403377093877973,0.368080905168361,0.44269867851635647
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37889584940403614,0.6480341814459712,0.3691841574641913,0.44308335129578325
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.38235623460322987,0.6503142889665886,0.38893195566095895,0.44529190363283594
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.37381647050041056,0.6534859499880347,0.3671155594095093,0.40869493127290163
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.38899084280986385,0.6672273645169419,0.4078899255095751,0.4448442241050549
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39790541717470823,0.6785741238853342,0.43184387308419614,0.4626751338893399
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.42229918879239553,0.677945277060984,0.49739126800881767,0.5818971663543959
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.40756650160499663,0.680058761684442,0.4578037339239634,0.5314619223690532
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.42118097892353246,0.6856547455258752,0.49438657709706735,0.5895209829052737
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.42101456938811055,0.6910205585228196,0.49393942559837845,0.589799539055893
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.42370356085301214,0.6959764917410076,0.501164892338874,0.6027557162043403
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.422380060716152,0.6911014947660334,0.5068190603550049,0.611729203627862
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.41458836190807974,0.6943892271440263,0.4867076903789297,0.5819867022599522
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.41961486301540296,0.6746519875987391,0.5359737559681144,0.6170847772379826
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.410771829198497,0.6538939475285763,0.5431657908208573,0.6035549070650457
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3903298952397541,0.6378026930347327,0.5051725398831972,0.5482250335759641
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3843360415059596,0.6420932998593699,0.48906672795846085,0.5226641906119941
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.38385703088063305,0.6254362087061585,0.5310906108632741,0.5085075691001637
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3858212854903327,0.6122331143065343,0.5690775933219803,0.5171195967568102
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3879488391768482,0.60524373640419,0.5851896737256703,0.54556548556648
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38780731331027446,0.6079503053259274,0.589090757127783,0.5467559814959124
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3821727175454748,0.6136011429667482,0.5739502909618981,0.5227271973603482
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38833453604399426,0.6191287388197291,0.5905074333712925,0.549004327568768
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.39234391718715,0.6248702824163993,0.6012808591995152,0.566102369385352
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.39261763754447954,0.6297923353467302,0.6020163607300689,0.567269652302233
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38570930898051603,0.6344728343728963,0.5834533050555284,0.5378090232295928
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.39070003981387014,0.6298704034174272,0.6052237324613183,0.5723599343403355
